"Projeto","Cliente","Service Order","Workshop","Descrição da Atividade","Rastreabilidade","Qnt. Planejada","Qnt. Executada","Recursos Planejados","Recursos Utilizados","Setor","Semana","Ano","Dia","Status","Categoria Não Executado","Justificativa"
"CON-Diverter FS21-470005982","Constellation","470007353","Topside&BOP","Magnetic Test","PN: 3106297","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CON-Diverter FS21-470005982","Constellation","470007353","Topside&BOP","Magnetic Test","PN: 3121469","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CON-Diverter FS21-470005982","Constellation","470007353","Topside&BOP","Magnetic Test","PN: 3121473","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CON-Diverter FS21-470005982","Constellation","470007353","Topside&BOP","Magnetic Test","SN M7333-4","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CON-Diverter FS21-470005982","Constellation","470007353","Topside&BOP","Magnetic Test","PN 3143847 B2","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CON-Handling Tool-470007373","Constellation","470007373","Topside&BOP","Magnetic Test",,"1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CON-Handling Tool-470007373","Constellation","470007373","Topside&BOP","Magnetic Test","3131178","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CON-Handling Tool-470007373","Constellation","470007373","Topside&BOP","Magnetic Test","M3542-1","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CON-Handling Tool-470007373","Constellation","470007373","Topside&BOP","Magnetic Test","M6864","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CON-Handling Tool-470007373","Constellation","470007373","Topside&BOP","Magnetic Test","N4539-1","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Ultrasound","AMS-CK-126","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
,,,,,,,,,,,,"2026",,,,
"CSA - Amaralina Star","Constellation","470004734","Riser","Ultrasound","AMS-CK-126","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Ultrasound","AMS-CK-145","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Ultrasound","AMS-CK-145","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Ultrasound","AMS-CK-168","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Ultrasound","AMS-CK-168","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Ultrasound","AMS-CK-41","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Ultrasound","AMS-CK-41","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Ultrasound","AMS-CK-47","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Ultrasound","AMS-CK-47","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-004","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-057","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-057","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-057","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-057","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Go-No-Go","AMS-080","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-080","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-024","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-043","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CON-Handling Tool-470007373","Constellation","470007373","Topside&BOP","Magnetic Test","HN 16886","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
,"Constellation","7000V05154","Riser","Magnetic Test",,"1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-024","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-CK-119","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-025","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-025","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-027","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-027","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-094","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-094","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","LGS-105","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","LGS-105","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-043","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-043","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Laguna Star","HMH","470004736","Riser","Visual Dimensional","LGS-CK-B-047","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CON-Handling Tool-470007373","Constellation","470007373","Topside&BOP","Liquid Penetrant","3143849 B2","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CON-Handling Tool-470007373","Constellation","470007373","Topside&BOP","Visual Dimensional","H215740-1H564","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CON-Handling Tool-470007373","Constellation","470007373","Topside&BOP","Magnetic Test","HN 16884","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-057","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-057","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-057","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-057","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-057","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-CK-70","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","LGS-022","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","LGS-022","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","LGS-022","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","LGS-022","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","LGS-022","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","LGS-022","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","LGS-022","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","LGS-022","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","LGS-022","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","LGS-022","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","LGS-022","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","LGS-022","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","LGS-CK-47","1","1","1",,"Inspeção ","W09","2026","02. Terça","Concluído",,
,,,,,,,,,,,,,,,,
"FOR-Gripper Head-470002751","Foresea","470005524","Topside&BOP","Inspeção Visual Dimensional","Gripper Arm L/R","1","1","1",,"Inspeção","W10","2026","04. Quinta","Concluído",,
"FOR-Gripper Head-470002751","Foresea","470005524","Topside&BOP","GH Arm Left Right - Remover trincas","GH Arm Left Right","1","1","1",,"Mecânico Hidraulico","W10","2026","04. Quinta","Concluído",,
"FOR-Gripper Head-470002751","Foresea","470005524","Topside&BOP","GH Arm Left Right - Inspeção LP","GH Arm Left Right","1","1","1",,"Inspeção","W10","2026","04. Quinta","Concluído",,
"FOR-Gripper Head-470002751","Foresea","470005524","Topside&BOP","GH Arm Left Right - Pré aquecimento","OP 0350","1","1","1",,"Tratamento Térmico","W11","2026","02. Terça","Concluído",,
"FOR-Gripper Head-470002751","Foresea","470005524","Topside&BOP","GH Arm Left Right - Solda","OP 0360","1","1","1",,"Solda Manual","W11","2026","03. Quarta","Concluído",,
"FOR-Gripper Head-470002751","Foresea","470005524","Topside&BOP","GH Arm Left Right - Inspeção Visual Dimensional de Solda","OP 0370","1","1","1",,"Inspeção","W11","2026","03. Quarta","Concluído",,
"FOR-Gripper Head-470002751","Foresea","470005524","Topside&BOP","GH Arm Left Right - Ajuste Manual","OP 0380","1","1","1",,"Mecânico Hidraulico","W11","2026","04. Quinta","Concluído",,
"FOR-Gripper Head-470002751","Foresea","470005524","Topside&BOP","GH Arm Left Right - Inspeção PM fluorescente","OP 0390","1","1","1",,"Inspeção","W11","2026","04. Quinta","Concluído",,
"CON-Handling Tool 470007373","Constellation","470007479","Topside&BOP","HT - Montagem","OP 0860 ","0.5","1","1",,"Mecânico Hidraulico","W10","2026","05. Sexta","Concluído",,
"CON-Handling Tool 470007373","Constellation","470007479","Topside&BOP","HT - Montagem","OP 0860 ","0.5","1","1",,"Mecânico Hidraulico","W10","2026","06. Sábado","Concluído",,
"CON-Handling Tool 470007373","Constellation","470007479","Topside&BOP","HT - Teste após montagem","OP 0870","1","1","1",,"Mecânico Hidraulico","W10","2026","07. Domingo","Concluído",,
"CSA - Lone Star","Constellation","470004733","Riser","Boroscopy","APS-041","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004733","Riser","Boroscopy","APS-041","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004733","Riser","Boroscopy","APS-041","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004733","Riser","Boroscopy","APS-041","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004733","Riser","Boroscopy","APS-079","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004733","Riser","Boroscopy","APS-079","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004733","Riser","Boroscopy","APS-079","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004733","Riser","Boroscopy","APS-079","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470005547","Riser","Boroscopy","AMS-026","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470005547","Riser","Boroscopy","AMS-026","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470005547","Riser","Boroscopy","MA-005Q","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470005547","Riser","Boroscopy","MA-005Q","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470005547","Riser","Boroscopy","MA-005Q","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470005547","Riser","Boroscopy","MA-005Q","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CON-Diverter FS21-470005982","Constellation","470005982","Topside&BOP","Receiving",,"1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-048","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-119","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Wall Thickness","AMS-CK-119","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-119","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Wall Thickness","AMS-CK-119","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-131","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-131","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Go-No-Go","AMS-056","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-056","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Go-No-Go","LGS-080","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","LGS-080","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004736","Riser","Visual Dimensional","AMS-BO-P-14","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-CK-131","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-CK-131","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-CK-146","1","1","1",,"Inspeção ","W09","2026","03. Quarta","Concluído",,
